returnTD,defTD,safeties,teamID,fumbleRecoveries,ptsAgainst,teamAbv,interceptions,sacks,blockKick,fantasyPointsDefault,week
0,0.1,0.1,23,0.6,19.5,NO,0.8,2.5,0.1,10.2,10
0,0.1,0.1,24,0.4,28.3,NYG,0.5,1.8,0.0,2.4,10
0,0.1,0.1,25,0.6,21.5,NYJ,0.9,2.9,0.1,8.8,10
0,0.1,0.1,26,0.6,17.8,PIT,0.9,2.9,0.1,10.8,10
0,0,0,27,0,0,PHI,0,0,0,10.0,10
0,0.1,0.1,28,0.5,20.8,SF,0.8,2.4,0.0,9.8,10
0,0.1,0.1,29,0.5,19,SEA,0.8,2.7,0.1,10.2,10
0,0.1,0.1,30,0.6,18.8,TB,0.8,2.6,0.1,10.3,10
0,0.1,0.1,31,0.5,19.8,TEN,0.7,2.3,0.1,9.6,10
0,0.1,0.1,32,0.5,25,WSH,0.7,2.2,0.1,7.5,10
0,0.1,0.1,10,0.4,27.5,DEN,0.6,1.8,0.0,6.6,10
0,0.1,0.1,11,0.5,23.5,DET,0.6,2.1,0.1,7.2,10
0.1,0.2,0.1,12,0.5,20.8,GB,0.7,2.2,0.0,10.6,10
0,0.1,0.1,13,0.5,25.5,HOU,0.6,1.9,0.1,7.0,10
0,0.1,0.1,14,0.5,21.3,IND,0.7,2.3,0.1,7.6,10
0,0.1,0.1,15,0.5,23.8,JAX,0.6,2.1,0.1,7.2,10
0,0,0,16,0,0,KC,0,0,0,10.0,10
0,0.1,0.1,17,0.6,24,LV,0.7,2.4,0.1,7.9,10
0,0.1,0.1,18,0.5,25,LAC,0.6,2.1,0.1,7.2,10
0,0,0,19,0,0,LAR,0,0,0,10.0,10
0,0.1,0.1,1,0.5,22,ARI,0.6,2.1,0.1,7.2,10
0,0.1,0.1,2,0.5,20.5,ATL,0.7,2.4,0.1,9.7,10
0.1,0.1,0.1,3,0.6,16.5,BAL,0.9,2.7,0.1,11.2,10
0,0.2,0.1,4,0.6,20,BUF,0.9,2.8,0.1,11.3,10
0,0.1,0.1,5,0.6,20.8,CAR,0.8,2.7,0.1,10.4,10
0,0.2,0.1,6,0.6,17.3,CHI,0.8,2.6,0.1,10.9,10
0,0.1,0.1,7,0.5,20,CIN,0.8,2.4,0.1,9.9,10
0,0.1,0.1,8,0.5,22,CLE,0.7,2.3,0.1,7.6,10
0,0.2,0.1,9,0.6,10.8,DAL,1.0,2.8,0.1,13.5,10
0,0,0,20,0,0,MIA,0,0,0,10.0,10
0,0.1,0.1,21,0.5,22,MIN,0.7,2.3,0.1,7.6,10
0,0,0,22,0,0,NE,0,0,0,10.0,11
0,0,0,23,0,0,NO,0,0,0,10.0,11
0,0.1,0.1,24,0.5,23,NYG,0.7,2.1,0.0,7.3,11
0,0.1,0.0,25,0.5,23.8,NYJ,0.7,2.4,0.0,7.4,11
0,0.1,0.1,26,0.6,17,PIT,0.9,3.0,0.1,10.9,11
0,0.1,0.0,27,0.4,24.3,PHI,0.6,1.9,0.0,6.5,11
0,0.2,0.1,28,0.6,15,SF,0.9,2.8,0.1,11.3,11
0,0.1,0.1,29,0.5,22.8,SEA,0.7,2.3,0.1,7.6,11
0,0.1,0.0,30,0.4,26,TB,0.6,2.0,0.0,6.6,11
0,0.1,0.1,31,0.5,22.8,TEN,0.7,2.1,0.1,7.4,11
0,0.1,0.1,32,0.6,13.5,WSH,0.9,2.9,0.1,12.8,11
0,0.1,0.1,10,0.5,20.3,DEN,0.8,2.3,0.1,9.8,11
0,0.1,0.1,11,0.6,20,DET,0.8,2.6,0.1,10.3,11
0.1,0.2,0.1,12,0.4,23.8,GB,0.6,2.1,0.0,8.1,11
0,0.1,0.1,13,0.6,21.5,HOU,0.7,2.3,0.1,7.8,11
0,0,0,14,0,0,IND,0,0,0,10.0,11
0,0.1,0.1,15,0.6,16.5,JAX,0.8,2.8,0.1,10.5,11
0.1,0.1,0.1,16,0.4,21.3,KC,0.7,2.0,0.1,7.7,11
0,0.1,0.0,17,0.4,29.3,LV,0.5,1.8,0.0,2.2,11
0,0.1,0.1,18,0.5,20.3,LAC,0.7,2.3,0.1,9.6,11
0,0.1,0.1,19,0.5,23.3,LAR,0.7,2.1,0.1,7.4,11
0,0.1,0.1,1,0.5,26.8,ARI,0.6,1.9,0.1,7.0,11
0,0,0,2,0,0,ATL,0,0,0,10.0,11
0.1,0.1,0.1,3,0.5,21.8,BAL,0.8,2.3,0.1,8.4,11
0,0.2,0.1,4,0.6,15.3,BUF,0.9,2.7,0.1,11.2,11
0,0.1,0.1,5,0.4,27.3,CAR,0.5,1.9,0.0,6.5,11
0,0.1,0.1,6,0.4,28,CHI,0.6,1.9,0.1,2.8,11
0,0.1,0.1,7,0.5,24.8,CIN,0.7,2.3,0.1,7.6,11
0,0.1,0.1,8,0.6,16,CLE,0.9,2.8,0.1,10.7,11
0,0.2,0.1,9,0.6,15.5,DAL,1.0,2.8,0.1,11.5,11
0,0.1,0.1,20,0.6,18,MIA,0.9,2.8,0.1,10.7,11
0,0.1,0.1,21,0.5,22.8,MIN,0.7,2.2,0.1,7.5,11
0.1,0.1,0.1,22,0.6,15,NE,0.9,2.6,0.1,11.1,12
0,0.1,0.1,23,0.5,20.5,NO,0.8,2.5,0.1,10.0,12
0,0.1,0.1,24,0.6,18.5,NYG,0.8,2.6,0.1,10.3,12
0,0.1,0.1,25,0.5,23.5,NYJ,0.7,2.4,0.0,7.6,12
0,0.1,0.1,26,0.6,17.5,PIT,0.8,2.8,0.1,10.5,12
0,0.2,0.1,27,0.5,22.3,PHI,0.7,2.2,0.1,8.1,12
0,0.2,0.1,28,0.5,18.5,SF,0.8,2.5,0.1,10.6,12
0,0.1,0.1,29,0.4,25,SEA,0.7,2,0.0,7.0,12
0,0.1,0.1,30,0.5,23.8,TB,0.7,2.3,0.1,7.6,12
0,0.1,0.1,31,0.6,16.5,TEN,0.9,2.8,0.1,10.7,12
0,0.1,0.1,10,0.6,17.8,DEN,0.9,2.6,0.1,10.5,12
0,0.1,0.1,32,0.4,30.5,WSH,0.6,1.9,0.0,2.7,12
0,0.1,0.1,11,0.6,20,DET,0.8,2.5,0.1,10.2,12
0.1,0.1,0.1,12,0.4,27.5,GB,0.6,1.8,0.0,7.2,12
0,0.1,0.1,13,0.5,24.5,HOU,0.7,2.2,0.1,7.5,12
0,0.1,0.1,14,0.5,21.3,IND,0.7,2.3,0.1,7.6,12
0,0.1,0.1,15,0.5,23.8,JAX,0.8,2.4,0.1,7.9,12
0.1,0.1,0.1,16,0.6,17.3,KC,0.9,2.7,0.1,11.2,12
0,0.1,0.1,17,0.4,25.8,LV,0.5,1.9,0.1,6.6,12
0,0.1,0.1,18,0.5,25.3,LAC,0.6,2.1,0.1,7.2,12
0,0.1,0.1,19,0.5,21,LAR,0.7,2.3,0.1,7.6,12
0,0.1,0.1,1,0.5,24,ARI,0.7,2.1,0.1,7.4,12
0,0.1,0.1,2,0.5,21.5,ATL,0.7,2.3,0.1,7.6,12
0.1,0.1,0.1,3,0.5,21.3,BAL,0.7,2.1,0.1,8.0,12
0,0.1,0.1,4,0.4,25.8,BUF,0.7,2.0,0.0,7.0,12
0,0.1,0.1,5,0.5,19.5,CAR,0.6,2.4,0.1,9.5,12
0,0.1,0.1,6,0.5,23.3,CHI,0.7,2.3,0.1,7.6,12
0,0.1,0.1,7,0.6,16.5,CIN,0.9,2.7,0.1,10.6,12
0,0.1,0.1,8,0.5,19.8,CLE,0.8,2.6,0.1,10.1,12
0,0.2,0.1,9,0.6,18.8,DAL,1.0,2.8,0.1,11.5,12
0,0.1,0.1,20,0.7,15,MIA,0.9,2.8,0.1,10.9,12
0,0.1,0.1,21,0.6,20.3,MIN,0.8,2.7,0.1,10.4,12
0.1,0.1,0.1,22,0.4,21.8,NE,0.7,2,0.0,7.6,13
0,0.1,0.1,23,0.4,25.8,NO,0.6,2,0.0,6.8,13
0,0,0,24,0,0,NYG,0,0,0,10.0,13
0,0.1,0.1,25,0.5,18.3,NYJ,0.8,2.6,0.1,10.1,13
0,0.1,0.1,26,0.6,17.5,PIT,0.9,2.9,0.1,10.8,13
0,0.1,0.1,27,0.5,24.5,PHI,0.7,2.1,0.0,7.3,13
0,0.1,0.1,28,0.4,22.5,SF,0.7,2.1,0.0,7.1,13
0,0.1,0.1,29,0.5,28.5,SEA,0.7,2.1,0.0,3.3,13
0,0.2,0.1,30,0.7,17,TB,1.1,3.1,0.1,12.2,13
0,0.1,0.1,31,0.5,20.3,TEN,0.7,2.3,0.1,9.6,13
0,0.1,0.0,10,0.5,23,DEN,0.7,2.0,0.1,7.1,13
0,0.1,0.0,32,0.4,29.3,WSH,0.5,1.9,0.0,2.3,13
0,0.1,0.1,11,0.5,21.8,DET,0.7,2.4,0.1,7.7,13
0.0,0.1,0.0,12,0.4,24.8,GB,0.5,1.7,0.0,6.1,13
0,0.2,0.1,13,0.5,21.5,HOU,0.7,2.2,0.1,8.1,13
0,0.1,0.1,14,0.5,20.5,IND,0.7,2.3,0.1,9.6,13
0,0.2,0.1,15,0.7,15,JAX,1.0,3.2,0.1,12.1,13
0.1,0.1,0.1,16,0.5,18.8,KC,0.8,2.5,0.1,10.6,13
0,0,0,17,0,0,LV,0,0,0,10.0,13
0,0.1,0.1,18,0.6,17,LAC,0.8,2.7,0.1,10.4,13
0,0.1,0.1,19,0.6,17.5,LAR,0.9,2.7,0.1,10.6,13
0,0.1,0.1,1,0.5,23.5,ARI,0.7,2.2,0.1,7.5,13
0,0.2,0.1,2,0.6,15.8,ATL,0.8,2.8,0.1,11.1,13
0,0,0,3,0,0,BAL,0,0,0,10.0,13
0,0,0,4,0,0,BUF,0,0,0,10.0,13
0,0.1,0.1,5,0.5,20,CAR,0.7,2.5,0.1,9.8,13
0,0,0,6,0,0,CHI,0,0,0,10.0,13
0,0.1,0.0,7,0.5,25,CIN,0.7,2.2,0.0,7.2,13
0,0.1,0.1,8,0.5,21,CLE,0.8,2.4,0.1,7.9,13
0,0.2,0.1,9,0.6,19,DAL,0.9,2.7,0.1,11.2,13
0,0.2,0.1,20,0.7,20.3,MIA,0.9,3.4,0.1,12.1,13
0,0,0,21,0,0,MIN,0,0,0,10.0,13
0.0,0.1,0.0,22,0.5,18,NE,0.8,2.5,0.0,9.7,14
0,0.2,0.1,23,0.6,16.8,NO,1.0,3.0,0.1,11.7,14
0,0.1,0.1,24,0.5,22,NYG,0.7,2.2,0.1,7.5,14
0,0.1,0.1,25,0.5,20.5,NYJ,0.8,2.5,0.1,10.0,14
0,0.1,0.1,26,0.5,12,PIT,0.7,2.4,0.0,11.6,14
0,0.2,0.1,27,0.4,28,PHI,0.6,2.0,0.0,3.4,14
0,0.2,0.1,28,0.6,18.3,SF,0.9,2.9,0.1,11.4,14
0,0.1,0.0,29,0.4,29.5,SEA,0.6,1.9,0.0,2.5,14
0,0.1,0.1,30,0.5,21,TB,0.7,2.4,0.1,7.7,14
0,0.1,0.0,31,0.4,29.3,TEN,0.6,2.0,0.0,2.6,14
0,0.1,0.1,10,0.5,24,DEN,0.7,2.2,0.1,7.5,14
0,0,0,32,0,0,WSH,0,0,0,10.0,14
0,0.1,0.1,11,0.6,19,DET,0.8,2.6,0.1,10.3,14
0.1,0.2,0.1,12,0.5,15.5,GB,0.7,2.8,0.1,11.3,14
0,0.1,0.1,13,0.7,14,HOU,0.8,2.7,0.1,10.6,14
0,0.1,0.1,14,0.6,19,IND,0.8,2.5,0.1,10.2,14
0,0.1,0.1,15,0.6,17,JAX,0.8,2.7,0.1,10.4,14
0.1,0.1,0.1,16,0.4,23.5,KC,0.7,2.0,0.1,7.7,14
0,0.1,0.1,17,0.5,21,LV,0.7,2.3,0.1,7.6,14
0,0.1,0.1,18,0.5,21,LAC,0.7,2.4,0.1,7.7,14
0,0.1,0.0,19,0.4,24.8,LAR,0.6,1.8,0.0,6.4,14
0,0,0,1,0,0,ARI,0,0,0,10.0,14
0,0.1,0.1,2,0.5,18.5,ATL,0.8,2.4,0.1,9.9,14
0.1,0.1,0.1,3,0.6,18,BAL,0.9,2.7,0.1,11.2,14
0,0.1,0.1,4,0.4,25.5,BUF,0.6,1.9,0.0,6.7,14
0,0.1,0.1,5,0.5,22.3,CAR,0.7,2.5,0.1,7.8,14
0,0.1,0.1,6,0.5,23.8,CHI,0.6,2.1,0.1,7.2,14
0,0.1,0.1,7,0.5,21.5,CIN,0.7,2.2,0.1,7.5,14
0,0.1,0.1,8,0.6,20,CLE,0.8,2.6,0.1,10.3,14
0,0.2,0.1,9,0.5,24.5,DAL,0.7,2.1,0.0,7.9,14
0,0.1,0.1,20,0.6,17,MIA,0.9,2.8,0.1,10.7,14
0,0.1,0.1,21,0.6,18.5,MIN,0.8,2.4,0.1,10.1,14
0.1,0.1,0.1,22,0.4,24.8,NE,0.6,1.8,0.0,7.2,15
0,0.2,0.1,23,0.7,16,NO,1.0,3.1,0.1,12.0,15
0,0.1,0.1,24,0.5,22.8,NYG,0.7,2.2,0.1,7.5,15
0,0.1,0.0,25,0.5,24.5,NYJ,0.7,2.3,0.0,7.3,15
0,0.1,0.1,26,0.5,22.3,PIT,0.7,2.5,0.1,7.8,15
0,0.2,0.1,27,0.6,21.3,PHI,0.8,2.5,0.1,8.8,15
0,0.2,0.1,28,0.6,17,SF,0.9,2.8,0.1,11.3,15
0,0.1,0.1,29,0.4,25.3,SEA,0.7,2,0.0,7.0,15
0,0.1,0.1,30,0.5,23,TB,0.7,2.4,0.1,7.7,15
0,0.1,0.1,31,0.5,17.5,TEN,0.7,2.2,0.1,9.5,15
0,0.1,0.1,10,0.5,26,DEN,0.7,2.0,0.1,7.3,15
0,0.1,0.1,32,0.4,27.5,WSH,0.6,1.9,0.0,6.7,15
0,0.1,0.1,11,0.6,21,DET,0.8,2.5,0.1,8.2,15
0.1,0.2,0.1,12,0.5,19,GB,0.7,2.3,0.1,10.8,15
0,0.1,0.1,13,0.6,19,HOU,0.7,2.3,0.1,9.8,15
0,0.2,0.1,14,0.6,19.8,IND,0.8,2.6,0.1,10.9,15
0,0.1,0.1,15,0.5,23.8,JAX,0.7,2.4,0.1,7.7,15
0.1,0.2,0.1,16,0.6,14,KC,1.0,3.0,0.1,12.3,15
0,0.1,0.1,17,0.7,15,LV,0.8,2.7,0.1,10.6,15
0,0.1,0.1,18,0.5,18,LAC,0.7,2.5,0.1,9.8,15
0,0.1,0.1,19,0.6,21,LAR,0.8,2.6,0.1,8.3,15
0,0.1,0.1,1,0.4,30,ARI,0.5,1.8,0.1,2.5,15
0,0.2,0.1,2,0.7,16,ATL,0.9,3.1,0.1,11.8,15
0.1,0.1,0.1,3,0.6,20.3,BAL,0.8,2.5,0.1,10.8,15
0,0.2,0.1,4,0.5,23.5,BUF,0.8,2.3,0.1,8.4,15
0,0.1,0.1,5,0.6,19.5,CAR,0.7,2.6,0.1,10.1,15
0,0.1,0.1,6,0.5,19,CHI,0.7,2.4,0.1,9.7,15
0,0.1,0.1,7,0.6,17.5,CIN,0.9,2.9,0.1,10.8,15
0,0.1,0.1,8,0.7,18.5,CLE,1.0,3.1,0.1,11.4,15
0,0.1,0.1,9,0.5,25.5,DAL,0.8,2.2,0.1,7.7,15
0,0.1,0.1,20,0.7,15.5,MIA,1,3.2,0.1,11.5,15
0,0.1,0.1,21,0.5,21,MIN,0.7,2.4,0.1,7.7,15
0.1,0.1,0.1,22,0.5,20.3,NE,0.8,2.3,0.0,10.3,16
0,0.1,0.1,23,0.5,24.3,NO,0.8,2.5,0.1,8.0,16
0,0.1,0.0,24,0.5,26.8,NYG,0.6,2.0,0.0,6.8,16
0,0.1,0.1,25,0.7,17.5,NYJ,0.9,3.1,0.1,11.2,16
0,0.1,0.1,26,0.6,19.8,PIT,0.8,2.7,0.1,10.4,16
0,0.2,0.1,27,0.6,16.3,PHI,0.9,2.6,0.1,11.1,16
0,0.1,0.1,28,0.5,20.3,SF,0.8,2.3,0.0,9.7,16
0,0.1,0.1,29,0.5,19.8,SEA,0.8,2.4,0.1,9.9,16
0,0.1,0.1,30,0.5,22.3,TB,0.7,2.3,0.1,7.6,16
0,0.1,0.1,31,0.5,22.3,TEN,0.7,2.2,0.1,7.5,16
0,0.2,0.1,10,0.7,13.8,DEN,1.0,3.1,0.1,14.0,16
0,0.1,0.1,32,0.5,20.5,WSH,0.7,2.5,0.1,9.8,16
0,0.1,0.1,11,0.5,22,DET,0.7,2.4,0.1,7.7,16
0.1,0.2,0.1,12,0.5,15.8,GB,0.8,2.5,0.1,11.2,16
0,0.2,0.1,13,0.6,20,HOU,0.8,2.6,0.1,10.9,16
0,0.1,0.1,14,0.5,20.8,IND,0.7,2.3,0.1,9.6,16
0,0.1,0.1,15,0.5,21.3,JAX,0.7,2.4,0.1,7.7,16
0.1,0.1,0.1,16,0.6,15.8,KC,0.9,2.7,0.1,11.2,16
0,0.1,0.0,17,0.4,25.8,LV,0.6,1.9,0.0,6.5,16
0,0.1,0.1,18,0.5,26.5,LAC,0.6,2.2,0.0,7.2,16
0,0.1,0.1,19,0.6,20.3,LAR,0.8,2.4,0.1,10.1,16
0,0.2,0.1,1,0.6,24.3,ARI,0.8,2.5,0.1,8.8,16
0,0.1,0.1,2,0.5,23.3,ATL,0.7,2.3,0.1,7.6,16
0.1,0.1,0.1,3,0.5,27,BAL,0.7,2.1,0.1,8.0,16
0,0.2,0.1,4,0.6,16,BUF,0.9,2.7,0.1,11.2,16
0,0.1,0.1,5,0.5,20.8,CAR,0.6,2.4,0.1,9.5,16
0,0.1,0.1,6,0.6,20.3,CHI,0.8,2.6,0.1,10.3,16
0,0.1,0.1,7,0.6,17.8,CIN,0.8,2.6,0.1,10.3,16
0,0.1,0.1,8,0.5,22.5,CLE,0.7,2.4,0.1,7.7,16
0,0.1,0.1,9,0.4,26.5,DAL,0.7,2.0,0.0,7.0,16
0,0.1,0.1,20,0.5,25,MIA,0.7,2.1,0.0,7.3,16
0,0.1,0.1,21,0.5,25,MIN,0.7,2.1,0.1,7.4,16
0.0,0.1,0.0,22,0.4,26.3,NE,0.6,1.9,0.0,6.5,17
0,0.1,0.1,23,0.5,22.8,NO,0.7,2.3,0.1,7.6,17
0,0.1,0.1,24,0.5,23.3,NYG,0.7,2.1,0.1,7.4,17
0,0.1,0.1,25,0.6,21.5,NYJ,0.8,2.6,0.1,8.3,17
0,0.1,0.1,26,0.5,21.5,PIT,0.7,2.4,0.1,7.7,17
0,0.2,0.1,27,0.6,19,PHI,0.8,2.5,0.1,10.8,17
0,0.2,0.1,28,0.6,18,SF,0.9,2.8,0.1,11.3,17
0,0.1,0.1,29,0.6,18,SEA,0.9,2.5,0.1,10.4,17
0,0.1,0.1,30,0.6,19.8,TB,0.8,2.5,0.1,10.2,17
0,0.1,0.1,31,0.5,23,TEN,0.7,2.3,0.1,7.6,17
0,0.1,0.1,10,0.6,17.3,DEN,0.9,2.7,0.1,10.6,17
0,0.1,0.1,32,0.4,31.3,WSH,0.6,1.9,0.0,2.7,17
0,0.1,0.1,11,0.4,28.8,DET,0.6,2.0,0.1,2.9,17
0.1,0.2,0.1,12,0.4,23.8,GB,0.6,2.1,0.0,8.1,17
0,0.1,0.1,13,0.6,19.5,HOU,0.7,2.4,0.1,9.9,17
0,0.1,0.1,14,0.5,20.5,IND,0.8,2.3,0.1,9.8,17
0,0.1,0.1,15,0.6,15.5,JAX,0.8,2.8,0.1,10.5,17
0.1,0.1,0.1,16,0.5,18.8,KC,0.8,2.4,0.1,10.5,17
0,0.1,0.1,17,0.5,23.5,LV,0.6,2.2,0.1,7.3,17
0,0.1,0.1,18,0.5,22.3,LAC,0.7,2.3,0.1,7.6,17
0,0.1,0.1,19,0.6,18,LAR,0.8,2.6,0.1,10.3,17
0,0.1,0.1,1,0.4,30.3,ARI,0.5,1.8,0.1,2.5,17
0,0.1,0.1,2,0.5,20.8,ATL,0.8,2.4,0.1,9.9,17
0.1,0.1,0.1,3,0.5,21.8,BAL,0.7,2.1,0.1,8.0,17
0,0.2,0.1,4,0.6,14.3,BUF,0.9,2.8,0.1,11.3,17
0,0.1,0.1,5,0.5,20.8,CAR,0.6,2.1,0.0,9.1,17
0,0.1,0.1,6,0.6,18.3,CHI,0.8,2.6,0.1,10.3,17
0,0.1,0.1,7,0.4,26.3,CIN,0.6,2,0.0,6.8,17
0,0.1,0.1,8,0.6,14.5,CLE,0.9,2.9,0.1,10.8,17
0,0.2,0.1,9,0.5,24.3,DAL,0.8,2.3,0.1,8.4,17
0,0.1,0.1,20,0.5,24.8,MIA,0.7,2.1,0.0,7.3,17
0,0.1,0.1,21,0.5,21.5,MIN,0.7,2.2,0.1,7.5,17
0.1,0.1,0.1,22,0.6,14,NE,1.0,3.0,0.1,11.7,18
0,0.1,0.1,23,0.6,19.3,NO,0.8,2.6,0.1,10.3,18
0,0.1,0.1,24,0.5,23.5,NYG,0.6,2.0,0.0,7.0,18
0,0.1,0.1,25,0.7,16.5,NYJ,0.9,3.1,0.1,11.2,18
0,0.1,0.1,26,0.6,22,PIT,0.8,2.7,0.1,8.4,18
0,0.2,0.1,27,0.5,18,PHI,0.7,2.3,0.1,10.2,18
0,0.1,0.0,28,0.5,17.3,SF,0.8,2.5,0.0,9.7,18
0,0.1,0.1,29,0.5,22.5,SEA,0.8,2.3,0.1,7.8,18
0,0.2,0.1,30,0.7,16,TB,0.9,3.1,0.1,11.8,18
0,0.1,0.1,31,0.5,22.3,TEN,0.8,2.3,0.1,7.8,18
0,0.1,0.1,10,0.6,20.3,DEN,0.8,2.4,0.1,10.1,18
0,0.1,0.0,32,0.4,28.5,WSH,0.6,1.9,0.0,2.5,18
0,0.1,0.1,11,0.6,21.8,DET,0.8,2.6,0.1,8.3,18
0.1,0.2,0.1,12,0.5,21.8,GB,0.7,2.2,0.1,8.7,18
0,0.1,0.1,13,0.5,24.3,HOU,0.7,2.2,0.1,7.5,18
0,0.1,0.1,14,0.5,23.3,IND,0.7,2.1,0.1,7.4,18
0,0.1,0.1,15,0.6,17,JAX,0.8,2.6,0.1,10.3,18
0.1,0.1,0.1,16,0.5,19,KC,0.8,2.3,0.1,10.4,18
0,0.2,0.1,17,0.7,17.8,LV,0.8,2.8,0.1,11.3,18
0,0.1,0.1,18,0.7,17,LAC,0.9,2.9,0.1,11.0,18
0,0.1,0.1,19,0.5,22.5,LAR,0.7,2.3,0.1,7.6,18
0,0.1,0.1,1,0.5,25.5,ARI,0.6,2.1,0.1,7.2,18
0,0.1,0.1,2,0.5,22.5,ATL,0.7,2.3,0.1,7.6,18
0.1,0.1,0.1,3,0.5,20.8,BAL,0.7,2.1,0.0,9.9,18
0,0.2,0.1,4,0.5,23.3,BUF,0.8,2.5,0.1,8.6,18
0,0.1,0.1,5,0.5,21.5,CAR,0.6,2.3,0.1,7.4,18
0,0.1,0.1,6,0.5,23.5,CHI,0.7,2.3,0.1,7.6,18
0,0.2,0.1,7,0.6,16.8,CIN,0.9,2.8,0.1,11.3,18
0,0.1,0.1,8,0.5,21.8,CLE,0.8,2.4,0.1,7.9,18
0,0.2,0.1,9,0.7,15.5,DAL,1.1,3.1,0.1,12.2,18
0,0.1,0.1,20,0.5,26,MIA,0.7,2.2,0.1,7.5,18
0,0.1,0.1,21,0.5,23,MIN,0.7,2.2,0.1,7.5,18
